Date,MaxT,MinT,Daily Avg
01/01/2000,60.,47.,53.5
01/02/2000,57.,43.,50.
01/03/2000,59.,32.,45.5
01/04/2000,65.,40.,52.5
01/05/2000,64.,38.,51.
01/06/2000,64.,37.,50.5
01/07/2000,65.,38.,51.5
01/08/2000,63.,38.,50.5
01/09/2000,63.,36.,49.5
01/10/2000,68.,39.,53.5
01/11/2000,71.,42.,56.5
01/12/2000,73.,44.,58.5
01/13/2000,77.,44.,60.5
01/14/2000,81.,49.,65.
01/15/2000,81.,48.,64.5
01/16/2000,77.,49.,63.
01/17/2000,78.,53.,65.5
01/18/2000,79.,57.,68.
01/19/2000,79.,53.,66.
01/20/2000,77.,53.,65.
01/21/2000,73.,55.,64.
01/22/2000,70.,53.,61.5
01/23/2000,72.,45.,58.5
01/24/2000,74.,52.,63.
01/25/2000,78.,53.,65.5
01/26/2000,69.,55.,62.
01/27/2000,67.,47.,57.
01/28/2000,67.,43.,55.
01/29/2000,67.,41.,54.
01/30/2000,68.,50.,59.
01/31/2000,67.,51.,59.
02/01/2000,70.,44.,57.
02/02/2000,73.,45.,59.
02/03/2000,76.,47.,61.5
02/04/2000,75.,46.,60.5
02/05/2000,76.,48.,62.
02/06/2000,76.,47.,61.5
02/07/2000,83.,47.,65.
02/08/2000,81.,53.,67.
02/09/2000,78.,54.,66.
02/10/2000,75.,54.,64.5
02/11/2000,69.,50.,59.5
02/12/2000,71.,51.,61.
02/13/2000,67.,50.,58.5
02/14/2000,72.,50.,61.
02/15/2000,77.,50.,63.5
02/16/2000,69.,52.,60.5
02/17/2000,65.,51.,58.
02/18/2000,68.,45.,56.5
02/19/2000,74.,47.,60.5
02/20/2000,83.,54.,68.5
02/21/2000,76.,54.,65.
02/22/2000,66.,52.,59.
02/23/2000,69.,49.,59.
02/24/2000,63.,49.,56.
02/25/2000,63.,45.,54.
02/26/2000,69.,43.,56.
02/27/2000,80.,45.,62.5
02/28/2000,67.,57.,62.
02/29/2000,71.,48.,59.5
03/01/2000,69.,54.,61.5
03/02/2000,71.,47.,59.
03/03/2000,79.,50.,64.5
03/04/2000,73.,52.,62.5
03/05/2000,59.,50.,54.5
03/06/2000,52.,44.,48.
03/07/2000,55.,43.,49.
03/08/2000,64.,43.,53.5
03/09/2000,67.,49.,58.
03/10/2000,71.,46.,58.5
03/11/2000,78.,49.,63.5
03/12/2000,80.,51.,65.5
03/13/2000,81.,60.,70.5
03/14/2000,84.,56.,70.
03/15/2000,84.,57.,70.5
03/16/2000,81.,59.,70.
03/17/2000,82.,57.,69.5
03/18/2000,83.,55.,69.
03/19/2000,82.,57.,69.5
03/20/2000,69.,53.,61.
03/21/2000,60.,47.,53.5
03/22/2000,68.,48.,58.
03/23/2000,73.,53.,63.
03/24/2000,81.,51.,66.
03/25/2000,82.,56.,69.
03/26/2000,83.,56.,69.5
03/27/2000,82.,58.,70.
03/28/2000,72.,59.,65.5
03/29/2000,78.,56.,67.
03/30/2000,79.,60.,69.5
03/31/2000,64.,52.,58.
04/01/2000,69.,49.,59.
04/02/2000,75.,50.,62.5
04/03/2000,84.,55.,69.5
04/04/2000,93.,62.,77.5
04/05/2000,92.,62.,77.
04/06/2000,89.,63.,76.
04/07/2000,92.,59.,75.5
04/08/2000,94.,64.,79.
04/09/2000,94.,66.,80.
04/10/2000,86.,64.,75.
04/11/2000,87.,61.,74.
04/12/2000,92.,64.,78.
04/13/2000,93.,63.,78.
04/14/2000,84.,66.,75.
04/15/2000,78.,57.,67.5
04/16/2000,89.,60.,74.5
04/17/2000,92.,62.,77.
04/18/2000,75.,63.,69.
04/19/2000,80.,58.,69.
04/20/2000,90.,58.,74.
04/21/2000,93.,67.,80.
04/22/2000,78.,59.,68.5
04/23/2000,86.,61.,73.5
04/24/2000,92.,63.,77.5
04/25/2000,97.,66.,81.5
04/26/2000,100.,66.,83.
04/27/2000,101.,69.,85.
04/28/2000,97.,70.,83.5
04/29/2000,87.,70.,78.5
04/30/2000,90.,67.,78.5
05/01/2000,97.,63.,80.
05/02/2000,99.,68.,83.5
05/03/2000,99.,68.,83.5
05/04/2000,99.,70.,84.5
05/05/2000,98.,68.,83.
05/06/2000,99.,71.,85.
05/07/2000,97.,70.,83.5
05/08/2000,92.,74.,83.
05/09/2000,96.,72.,84.
05/10/2000,100.,74.,87.
05/11/2000,84.,71.,77.5
05/12/2000,87.,65.,76.
05/13/2000,92.,63.,77.5
05/14/2000,99.,66.,82.5
05/15/2000,100.,70.,85.
05/16/2000,87.,68.,77.5
05/17/2000,83.,60.,71.5
05/18/2000,90.,65.,77.5
05/19/2000,95.,69.,82.
05/20/2000,101.,72.,86.5
05/21/2000,107.,76.,91.5
05/22/2000,109.,76.,92.5
05/23/2000,106.,79.,92.5
05/24/2000,102.,77.,89.5
05/25/2000,95.,73.,84.
05/26/2000,95.,74.,84.5
05/27/2000,104.,78.,91.
05/28/2000,110.,79.,94.5
05/29/2000,110.,80.,95.
05/30/2000,107.,78.,92.5
05/31/2000,103.,81.,92.
06/01/2000,103.,78.,90.5
06/02/2000,103.,79.,91.
06/03/2000,105.,76.,90.5
06/04/2000,106.,75.,90.5
06/05/2000,108.,78.,93.
06/06/2000,109.,82.,95.5
06/07/2000,109.,81.,95.
06/08/2000,100.,85.,92.5
06/09/2000,93.,73.,83.
06/10/2000,95.,72.,83.5
06/11/2000,100.,73.,86.5
06/12/2000,104.,75.,89.5
06/13/2000,107.,77.,92.
06/14/2000,109.,80.,94.5
06/15/2000,109.,82.,95.5
06/16/2000,107.,83.,95.
06/17/2000,104.,83.,93.5
06/18/2000,101.,84.,92.5
06/19/2000,101.,82.,91.5
06/20/2000,98.,77.,87.5
06/21/2000,102.,75.,88.5
06/22/2000,91.,77.,84.
06/23/2000,100.,74.,87.
06/24/2000,102.,77.,89.5
06/25/2000,106.,81.,93.5
06/26/2000,107.,82.,94.5
06/27/2000,106.,90.,98.
06/28/2000,103.,79.,91.
06/29/2000,101.,77.,89.
06/30/2000,102.,82.,92.
07/01/2000,103.,84.,93.5
07/02/2000,105.,83.,94.
07/03/2000,105.,82.,93.5
07/04/2000,104.,78.,91.
07/05/2000,105.,77.,91.
07/06/2000,102.,78.,90.
07/07/2000,100.,76.,88.
07/08/2000,99.,77.,88.
07/09/2000,103.,81.,92.
07/10/2000,101.,80.,90.5
07/11/2000,106.,84.,95.
07/12/2000,106.,80.,93.
07/13/2000,104.,85.,94.5
07/14/2000,105.,85.,95.
07/15/2000,107.,84.,95.5
07/16/2000,107.,86.,96.5
07/17/2000,108.,83.,95.5
07/18/2000,113.,81.,97.
07/19/2000,113.,84.,98.5
07/20/2000,111.,86.,98.5
07/21/2000,106.,88.,97.
07/22/2000,105.,88.,96.5
07/23/2000,109.,88.,98.5
07/24/2000,111.,90.,100.5
07/25/2000,111.,89.,100.
07/26/2000,111.,89.,100.
07/27/2000,110.,91.,100.5
07/28/2000,112.,89.,100.5
07/29/2000,106.,87.,96.5
07/30/2000,108.,78.,93.
07/31/2000,106.,79.,92.5
08/01/2000,108.,85.,96.5
08/02/2000,108.,86.,97.
08/03/2000,109.,88.,98.5
08/04/2000,110.,88.,99.
08/05/2000,112.,87.,99.5
08/06/2000,103.,85.,94.
08/07/2000,101.,80.,90.5
08/08/2000,97.,78.,87.5
08/09/2000,105.,83.,94.
08/10/2000,106.,87.,96.5
08/11/2000,107.,86.,96.5
08/12/2000,102.,84.,93.
08/13/2000,107.,87.,97.
08/14/2000,107.,85.,96.
08/15/2000,106.,87.,96.5
08/16/2000,110.,89.,99.5
08/17/2000,103.,76.,89.5
08/18/2000,97.,77.,87.
08/19/2000,105.,84.,94.5
08/20/2000,106.,85.,95.5
08/21/2000,105.,85.,95.
08/22/2000,101.,79.,90.
08/23/2000,99.,79.,89.
08/24/2000,104.,78.,91.
08/25/2000,101.,80.,90.5
08/26/2000,105.,84.,94.5
08/27/2000,92.,83.,87.5
08/28/2000,93.,78.,85.5
08/29/2000,85.,72.,78.5
08/30/2000,93.,74.,83.5
08/31/2000,94.,71.,82.5
09/01/2000,92.,76.,84.
09/02/2000,98.,73.,85.5
09/03/2000,101.,74.,87.5
09/04/2000,104.,74.,89.
09/05/2000,104.,78.,91.
09/06/2000,102.,85.,93.5
09/07/2000,107.,82.,94.5
09/08/2000,105.,83.,94.
09/09/2000,103.,78.,90.5
09/10/2000,100.,81.,90.5
09/11/2000,102.,82.,92.
09/12/2000,105.,79.,92.
09/13/2000,109.,79.,94.
09/14/2000,112.,80.,96.
09/15/2000,110.,83.,96.5
09/16/2000,107.,82.,94.5
09/17/2000,106.,81.,93.5
09/18/2000,101.,84.,92.5
09/19/2000,102.,82.,92.
09/20/2000,100.,80.,90.
09/21/2000,100.,82.,91.
09/22/2000,97.,76.,86.5
09/23/2000,87.,74.,80.5
09/24/2000,91.,67.,79.
09/25/2000,99.,67.,83.
09/26/2000,101.,81.,91.
09/27/2000,100.,81.,90.5
09/28/2000,103.,79.,91.
09/29/2000,101.,81.,91.
09/30/2000,102.,79.,90.5
10/01/2000,102.,76.,89.
10/02/2000,100.,77.,88.5
10/03/2000,98.,78.,88.
10/04/2000,89.,72.,80.5
10/05/2000,98.,71.,84.5
10/06/2000,98.,73.,85.5
10/07/2000,97.,72.,84.5
10/08/2000,87.,69.,78.
10/09/2000,83.,63.,73.
10/10/2000,79.,59.,69.
10/11/2000,75.,62.,68.5
10/12/2000,75.,57.,66.
10/13/2000,79.,56.,67.5
10/14/2000,82.,58.,70.
10/15/2000,84.,58.,71.
10/16/2000,86.,61.,73.5
10/17/2000,90.,62.,76.
10/18/2000,92.,69.,80.5
10/19/2000,80.,68.,74.
10/20/2000,86.,63.,74.5
10/21/2000,81.,63.,72.
10/22/2000,66.,57.,61.5
10/23/2000,69.,57.,63.
10/24/2000,71.,57.,64.
10/25/2000,76.,55.,65.5
10/26/2000,79.,59.,69.
10/27/2000,70.,56.,63.
10/28/2000,68.,55.,61.5
10/29/2000,72.,55.,63.5
10/30/2000,74.,56.,65.
10/31/2000,66.,49.,57.5
11/01/2000,69.,49.,59.
11/02/2000,68.,51.,59.5
11/03/2000,69.,53.,61.
11/04/2000,67.,57.,62.
11/05/2000,67.,52.,59.5
11/06/2000,59.,48.,53.5
11/07/2000,63.,45.,54.
11/08/2000,63.,43.,53.
11/09/2000,67.,45.,56.
11/10/2000,62.,50.,56.
11/11/2000,61.,46.,53.5
11/12/2000,62.,43.,52.5
11/13/2000,65.,41.,53.
11/14/2000,66.,46.,56.
11/15/2000,63.,43.,53.
11/16/2000,63.,40.,51.5
11/17/2000,63.,41.,52.
11/18/2000,63.,40.,51.5
11/19/2000,67.,39.,53.
11/20/2000,74.,43.,58.5
11/21/2000,72.,53.,62.5
11/22/2000,73.,52.,62.5
11/23/2000,66.,45.,55.5
11/24/2000,67.,45.,56.
11/25/2000,71.,45.,58.
11/26/2000,74.,44.,59.
11/27/2000,72.,46.,59.
11/28/2000,74.,47.,60.5
11/29/2000,76.,48.,62.
11/30/2000,76.,50.,63.
12/01/2000,73.,48.,60.5
12/02/2000,74.,54.,64.
12/03/2000,74.,52.,63.
12/04/2000,76.,49.,62.5
12/05/2000,77.,51.,64.
12/06/2000,75.,49.,62.
12/07/2000,73.,53.,63.
12/08/2000,73.,51.,62.
12/09/2000,68.,48.,58.
12/10/2000,64.,50.,57.
12/11/2000,69.,44.,56.5
12/12/2000,65.,45.,55.
12/13/2000,62.,43.,52.5
12/14/2000,65.,43.,54.
12/15/2000,65.,44.,54.5
12/16/2000,67.,41.,54.
12/17/2000,72.,42.,57.
12/18/2000,65.,41.,53.
12/19/2000,68.,41.,54.5
12/20/2000,66.,40.,53.
12/21/2000,70.,41.,55.5
12/22/2000,72.,42.,57.
12/23/2000,73.,43.,58.
12/24/2000,73.,46.,59.5
12/25/2000,66.,42.,54.
12/26/2000,66.,43.,54.5
12/27/2000,64.,42.,53.
12/28/2000,67.,41.,54.
12/29/2000,73.,41.,57.
12/30/2000,70.,45.,57.5
12/31/2000,69.,42.,55.5
01/01/2001,69.,46.,57.5
01/02/2001,74.,44.,59.
01/03/2001,74.,46.,60.
01/04/2001,76.,45.,60.5
01/05/2001,74.,50.,62.
01/06/2001,70.,53.,61.5
01/07/2001,70.,49.,59.5
01/08/2001,75.,51.,63.
01/09/2001,56.,50.,53.
01/10/2001,62.,49.,55.5
01/11/2001,70.,46.,58.
01/12/2001,55.,45.,50.
01/13/2001,57.,42.,49.5
01/14/2001,59.,40.,49.5
01/15/2001,58.,40.,49.
01/16/2001,48.,42.,45.
01/17/2001,55.,37.,46.
01/18/2001,57.,36.,46.5
01/19/2001,61.,38.,49.5
01/20/2001,66.,46.,56.
01/21/2001,71.,44.,57.5
01/22/2001,72.,51.,61.5
01/23/2001,69.,45.,57.
01/24/2001,72.,47.,59.5
01/25/2001,62.,47.,54.5
01/26/2001,60.,41.,50.5
01/27/2001,55.,44.,49.5
01/28/2001,53.,41.,47.
01/29/2001,57.,42.,49.5
01/30/2001,59.,42.,50.5
01/31/2001,59.,38.,48.5
02/01/2001,67.,38.,52.5
02/02/2001,68.,43.,55.5
02/03/2001,70.,44.,57.
02/04/2001,79.,46.,62.5
02/05/2001,79.,51.,65.
02/06/2001,78.,52.,65.
02/07/2001,73.,54.,63.5
02/08/2001,56.,42.,49.
02/09/2001,59.,39.,49.
02/10/2001,67.,41.,54.
02/11/2001,65.,42.,53.5
02/12/2001,70.,42.,56.
02/13/2001,65.,46.,55.5
02/14/2001,55.,43.,49.
02/15/2001,59.,42.,50.5
02/16/2001,64.,43.,53.5
02/17/2001,68.,43.,55.5
02/18/2001,74.,49.,61.5
02/19/2001,75.,47.,61.
02/20/2001,75.,51.,63.
02/21/2001,75.,49.,62.
02/22/2001,74.,50.,62.
02/23/2001,64.,51.,57.5
02/24/2001,63.,43.,53.
02/25/2001,66.,50.,58.
02/26/2001,66.,51.,58.5
02/27/2001,67.,49.,58.
02/28/2001,55.,47.,51.
03/01/2001,63.,43.,53.
03/02/2001,66.,45.,55.5
03/03/2001,66.,46.,56.
03/04/2001,74.,47.,60.5
03/05/2001,76.,56.,66.
03/06/2001,74.,59.,66.5
03/07/2001,62.,52.,57.
03/08/2001,65.,52.,58.5
03/09/2001,69.,51.,60.
03/10/2001,61.,50.,55.5
03/11/2001,61.,46.,53.5
03/12/2001,71.,47.,59.
03/13/2001,74.,48.,61.
03/14/2001,76.,50.,63.
03/15/2001,76.,52.,64.
03/16/2001,78.,52.,65.
03/17/2001,75.,53.,64.
03/18/2001,80.,50.,65.
03/19/2001,85.,54.,69.5
03/20/2001,90.,60.,75.
03/21/2001,89.,58.,73.5
03/22/2001,90.,62.,76.
03/23/2001,88.,58.,73.
03/24/2001,89.,60.,74.5
03/25/2001,89.,60.,74.5
03/26/2001,85.,58.,71.5
03/27/2001,83.,57.,70.
03/28/2001,88.,60.,74.
03/29/2001,87.,60.,73.5
03/30/2001,84.,61.,72.5
03/31/2001,88.,58.,73.
04/01/2001,88.,63.,75.5
04/02/2001,85.,67.,76.
04/03/2001,80.,62.,71.
04/04/2001,81.,62.,71.5
04/05/2001,71.,54.,62.5
04/06/2001,69.,52.,60.5
04/07/2001,74.,52.,63.
04/08/2001,70.,55.,62.5
04/09/2001,73.,51.,62.
04/10/2001,61.,47.,54.
04/11/2001,68.,46.,57.
04/12/2001,72.,55.,63.5
04/13/2001,82.,55.,68.5
04/14/2001,85.,55.,70.
04/15/2001,90.,58.,74.
04/16/2001,93.,61.,77.
04/17/2001,97.,63.,80.
04/18/2001,96.,66.,81.
04/19/2001,88.,75.,81.5
04/20/2001,81.,63.,72.
04/21/2001,72.,48.,60.
04/22/2001,70.,46.,58.
04/23/2001,84.,54.,69.
04/24/2001,95.,61.,78.
04/25/2001,100.,68.,84.
04/26/2001,99.,72.,85.5
04/27/2001,99.,73.,86.
04/28/2001,96.,72.,84.
04/29/2001,95.,66.,80.5
04/30/2001,96.,68.,82.
05/01/2001,99.,69.,84.
05/02/2001,97.,67.,82.
05/03/2001,80.,66.,73.
05/04/2001,82.,59.,70.5
05/05/2001,89.,62.,75.5
05/06/2001,94.,64.,79.
05/07/2001,101.,69.,85.
05/08/2001,106.,73.,89.5
05/09/2001,107.,76.,91.5
05/10/2001,103.,74.,88.5
05/11/2001,105.,74.,89.5
05/12/2001,104.,79.,91.5
05/13/2001,101.,79.,90.
05/14/2001,99.,75.,87.
05/15/2001,99.,73.,86.
05/16/2001,100.,71.,85.5
05/17/2001,101.,73.,87.
05/18/2001,102.,75.,88.5
05/19/2001,89.,72.,80.5
05/20/2001,98.,72.,85.
05/21/2001,102.,74.,88.
05/22/2001,105.,80.,92.5
05/23/2001,109.,79.,94.
05/24/2001,109.,77.,93.
05/25/2001,108.,80.,94.
05/26/2001,107.,80.,93.5
05/27/2001,107.,79.,93.
05/28/2001,95.,73.,84.
05/29/2001,99.,75.,87.
05/30/2001,106.,77.,91.5
05/31/2001,109.,79.,94.
06/01/2001,108.,80.,94.
06/02/2001,106.,80.,93.
06/03/2001,101.,75.,88.
06/04/2001,96.,73.,84.5
06/05/2001,99.,72.,85.5
06/06/2001,104.,75.,89.5
06/07/2001,108.,76.,92.
06/08/2001,110.,78.,94.
06/09/2001,108.,79.,93.5
06/10/2001,107.,79.,93.
06/11/2001,107.,79.,93.
06/12/2001,102.,79.,90.5
06/13/2001,96.,77.,86.5
06/14/2001,97.,68.,82.5
06/15/2001,103.,71.,87.
06/16/2001,108.,76.,92.
06/17/2001,111.,79.,95.
06/18/2001,108.,82.,95.
06/19/2001,107.,84.,95.5
06/20/2001,105.,87.,96.
06/21/2001,105.,82.,93.5
06/22/2001,105.,87.,96.
06/23/2001,105.,87.,96.
06/24/2001,106.,86.,96.
06/25/2001,100.,76.,88.
06/26/2001,101.,73.,87.
06/27/2001,105.,80.,92.5
06/28/2001,109.,80.,94.5
06/29/2001,113.,82.,97.5
06/30/2001,112.,85.,98.5
07/01/2001,112.,88.,100.
07/02/2001,116.,89.,102.5
07/03/2001,114.,92.,103.
07/04/2001,108.,87.,97.5
07/05/2001,98.,87.,92.5
07/06/2001,89.,76.,82.5
07/07/2001,99.,82.,90.5
07/08/2001,96.,82.,89.
07/09/2001,99.,82.,90.5
07/10/2001,100.,80.,90.
07/11/2001,104.,84.,94.
07/12/2001,105.,83.,94.
07/13/2001,108.,88.,98.
07/14/2001,110.,87.,98.5
07/15/2001,107.,84.,95.5
07/16/2001,105.,78.,91.5
07/17/2001,102.,83.,92.5
07/18/2001,104.,82.,93.
07/19/2001,106.,83.,94.5
07/20/2001,106.,86.,96.
07/21/2001,107.,87.,97.
07/22/2001,107.,87.,97.
07/23/2001,109.,89.,99.
07/24/2001,114.,85.,99.5
07/25/2001,100.,83.,91.5
07/26/2001,104.,85.,94.5
07/27/2001,109.,86.,97.5
07/28/2001,109.,85.,97.
07/29/2001,102.,72.,87.
07/30/2001,99.,74.,86.5
07/31/2001,105.,85.,95.
08/01/2001,102.,87.,94.5
08/02/2001,108.,87.,97.5
08/03/2001,109.,87.,98.
08/04/2001,108.,83.,95.5
08/05/2001,105.,83.,94.
08/06/2001,113.,89.,101.
08/07/2001,109.,89.,99.
08/08/2001,96.,85.,90.5
08/09/2001,95.,73.,84.
08/10/2001,99.,81.,90.
08/11/2001,106.,85.,95.5
08/12/2001,104.,85.,94.5
08/13/2001,100.,85.,92.5
08/14/2001,103.,84.,93.5
08/15/2001,105.,82.,93.5
08/16/2001,107.,85.,96.
08/17/2001,106.,79.,92.5
08/18/2001,103.,84.,93.5
08/19/2001,106.,86.,96.
08/20/2001,106.,86.,96.
08/21/2001,107.,84.,95.5
08/22/2001,105.,83.,94.
08/23/2001,107.,81.,94.
08/24/2001,108.,82.,95.
08/25/2001,112.,82.,97.
08/26/2001,114.,83.,98.5
08/27/2001,110.,84.,97.
08/28/2001,110.,85.,97.5
08/29/2001,103.,88.,95.5
08/30/2001,101.,82.,91.5
08/31/2001,102.,81.,91.5
09/01/2001,104.,80.,92.
09/02/2001,103.,84.,93.5
09/03/2001,108.,82.,95.
09/04/2001,110.,84.,97.
09/05/2001,106.,82.,94.
09/06/2001,104.,81.,92.5
09/07/2001,102.,79.,90.5
09/08/2001,101.,74.,87.5
09/09/2001,104.,76.,90.
09/10/2001,108.,80.,94.
09/11/2001,109.,84.,96.5
09/12/2001,110.,85.,97.5
09/13/2001,98.,85.,91.5
09/14/2001,98.,80.,89.
09/15/2001,101.,83.,92.
09/16/2001,103.,85.,94.
09/17/2001,102.,82.,92.
09/18/2001,102.,78.,90.
09/19/2001,103.,76.,89.5
09/20/2001,104.,79.,91.5
09/21/2001,107.,79.,93.
09/22/2001,107.,77.,92.
09/23/2001,108.,75.,91.5
09/24/2001,105.,82.,93.5
09/25/2001,103.,80.,91.5
09/26/2001,105.,76.,90.5
09/27/2001,106.,75.,90.5
09/28/2001,107.,75.,91.
09/29/2001,107.,77.,92.
09/30/2001,104.,77.,90.5
10/01/2001,89.,79.,84.
10/02/2001,92.,78.,85.
10/03/2001,93.,77.,85.
10/04/2001,92.,72.,82.
10/05/2001,93.,73.,83.
10/06/2001,90.,71.,80.5
10/07/2001,87.,70.,78.5
10/08/2001,87.,67.,77.
10/09/2001,85.,68.,76.5
10/10/2001,90.,68.,79.
10/11/2001,90.,63.,76.5
10/12/2001,86.,62.,74.
10/13/2001,87.,59.,73.
10/14/2001,93.,62.,77.5
10/15/2001,94.,64.,79.
10/16/2001,96.,66.,81.
10/17/2001,95.,68.,81.5
10/18/2001,93.,64.,78.5
10/19/2001,93.,65.,79.
10/20/2001,94.,67.,80.5
10/21/2001,93.,64.,78.5
10/22/2001,90.,70.,80.
10/23/2001,90.,64.,77.
10/24/2001,90.,65.,77.5
10/25/2001,92.,63.,77.5
10/26/2001,98.,64.,81.
10/27/2001,98.,71.,84.5
10/28/2001,91.,68.,79.5
10/29/2001,92.,64.,78.
10/30/2001,90.,64.,77.
10/31/2001,89.,68.,78.5
11/01/2001,85.,66.,75.5
11/02/2001,89.,63.,76.
11/03/2001,93.,64.,78.5
11/04/2001,95.,73.,84.
11/05/2001,84.,65.,74.5
11/06/2001,88.,67.,77.5
11/07/2001,86.,66.,76.
11/08/2001,87.,62.,74.5
11/09/2001,86.,66.,76.
11/10/2001,88.,68.,78.
11/11/2001,84.,63.,73.5
11/12/2001,84.,62.,73.
11/13/2001,75.,61.,68.
11/14/2001,75.,52.,63.5
11/15/2001,79.,53.,66.
11/16/2001,82.,57.,69.5
11/17/2001,84.,58.,71.
11/18/2001,81.,60.,70.5
11/19/2001,85.,56.,70.5
11/20/2001,82.,60.,71.
11/21/2001,79.,56.,67.5
11/22/2001,76.,55.,65.5
11/23/2001,72.,58.,65.
11/24/2001,70.,47.,58.5
11/25/2001,63.,53.,58.
11/26/2001,65.,47.,56.
11/27/2001,62.,41.,51.5
11/28/2001,62.,42.,52.
11/29/2001,59.,46.,52.5
11/30/2001,65.,50.,57.5
12/01/2001,70.,47.,58.5
12/02/2001,74.,47.,60.5
12/03/2001,72.,48.,60.
12/04/2001,61.,46.,53.5
12/05/2001,61.,42.,51.5
12/06/2001,67.,42.,54.5
12/07/2001,69.,44.,56.5
12/08/2001,68.,49.,58.5
12/09/2001,72.,45.,58.5
12/10/2001,61.,47.,54.
12/11/2001,49.,44.,46.5
12/12/2001,53.,42.,47.5
12/13/2001,55.,37.,46.
12/14/2001,56.,36.,46.
12/15/2001,55.,41.,48.
12/16/2001,59.,37.,48.
12/17/2001,63.,38.,50.5
12/18/2001,65.,39.,52.
12/19/2001,74.,39.,56.5
12/20/2001,77.,51.,64.
12/21/2001,63.,49.,56.
12/22/2001,63.,41.,52.
12/23/2001,60.,43.,51.5
12/24/2001,66.,40.,53.
12/25/2001,63.,39.,51.
12/26/2001,68.,38.,53.
12/27/2001,64.,40.,52.
12/28/2001,61.,43.,52.
12/29/2001,65.,50.,57.5
12/30/2001,69.,50.,59.5
12/31/2001,65.,51.,58.
01/01/2002,67.,44.,55.5
01/02/2002,65.,50.,57.5
01/03/2002,66.,47.,56.5
01/04/2002,67.,44.,55.5
01/05/2002,65.,41.,53.
01/06/2002,67.,41.,54.
01/07/2002,72.,44.,58.
01/08/2002,81.,47.,64.
01/09/2002,72.,53.,62.5
01/10/2002,74.,55.,64.5
01/11/2002,76.,50.,63.
01/12/2002,74.,47.,60.5
01/13/2002,71.,44.,57.5
01/14/2002,73.,45.,59.
01/15/2002,69.,49.,59.
01/16/2002,64.,53.,58.5
01/17/2002,62.,45.,53.5
01/18/2002,63.,39.,51.
01/19/2002,62.,39.,50.5
01/20/2002,61.,36.,48.5
01/21/2002,67.,38.,52.5
01/22/2002,67.,40.,53.5
01/23/2002,61.,49.,55.
01/24/2002,64.,38.,51.
01/25/2002,72.,41.,56.5
01/26/2002,75.,43.,59.
01/27/2002,68.,47.,57.5
01/28/2002,65.,52.,58.5
01/29/2002,60.,50.,55.
01/30/2002,54.,42.,48.
01/31/2002,55.,36.,45.5
02/01/2002,64.,38.,51.
02/02/2002,62.,45.,53.5
02/03/2002,69.,39.,54.
02/04/2002,74.,45.,59.5
02/05/2002,72.,43.,57.5
02/06/2002,69.,42.,55.5
02/07/2002,74.,42.,58.
02/08/2002,74.,44.,59.
02/09/2002,69.,47.,58.
02/10/2002,71.,53.,62.
02/11/2002,73.,42.,57.5
02/12/2002,75.,44.,59.5
02/13/2002,79.,46.,62.5
02/14/2002,76.,51.,63.5
02/15/2002,78.,50.,64.
02/16/2002,83.,51.,67.
02/17/2002,71.,52.,61.5
02/18/2002,65.,54.,59.5
02/19/2002,70.,45.,57.5
02/20/2002,74.,47.,60.5
02/21/2002,83.,48.,65.5
02/22/2002,84.,56.,70.
02/23/2002,81.,54.,67.5
02/24/2002,81.,51.,66.
02/25/2002,82.,50.,66.
02/26/2002,82.,49.,65.5
02/27/2002,79.,55.,67.
02/28/2002,81.,55.,68.
03/01/2002,71.,52.,61.5
03/02/2002,62.,44.,53.
03/03/2002,67.,38.,52.5
03/04/2002,76.,43.,59.5
03/05/2002,77.,46.,61.5
03/06/2002,80.,49.,64.5
03/07/2002,76.,53.,64.5
03/08/2002,71.,53.,62.
03/09/2002,80.,54.,67.
03/10/2002,85.,53.,69.
03/11/2002,85.,53.,69.
03/12/2002,86.,56.,71.
03/13/2002,88.,57.,72.5
03/14/2002,70.,52.,61.
03/15/2002,67.,45.,56.
03/16/2002,66.,45.,55.5
03/17/2002,69.,47.,58.
03/18/2002,67.,56.,61.5
03/19/2002,76.,47.,61.5
03/20/2002,85.,51.,68.
03/21/2002,93.,56.,74.5
03/22/2002,91.,62.,76.5
03/23/2002,80.,55.,67.5
03/24/2002,72.,56.,64.
03/25/2002,77.,53.,65.
03/26/2002,84.,55.,69.5
03/27/2002,83.,57.,70.
03/28/2002,86.,57.,71.5
03/29/2002,75.,58.,66.5
03/30/2002,84.,56.,70.
03/31/2002,93.,62.,77.5
04/01/2002,94.,62.,78.
04/02/2002,94.,62.,78.
04/03/2002,94.,64.,79.
04/04/2002,94.,63.,78.5
04/05/2002,92.,65.,78.5
04/06/2002,77.,67.,72.
04/07/2002,79.,57.,68.
04/08/2002,84.,60.,72.
04/09/2002,89.,62.,75.5
04/10/2002,91.,64.,77.5
04/11/2002,96.,64.,80.
04/12/2002,96.,67.,81.5
04/13/2002,99.,72.,85.5
04/14/2002,100.,71.,85.5
04/15/2002,92.,71.,81.5
04/16/2002,81.,64.,72.5
04/17/2002,85.,64.,74.5
04/18/2002,86.,60.,73.
04/19/2002,83.,62.,72.5
04/20/2002,78.,58.,68.
04/21/2002,86.,55.,70.5
04/22/2002,92.,61.,76.5
04/23/2002,94.,63.,78.5
04/24/2002,96.,66.,81.
04/25/2002,94.,75.,84.5
04/26/2002,81.,66.,73.5
