Date,MaxT,MinT,Daily Avg
05/24/2018,100.,72.,86.
05/25/2018,100.,72.,86.
05/26/2018,94.,72.,83.
05/27/2018,93.,69.,81.
05/28/2018,98.,71.,84.5
05/29/2018,102.,75.,88.5
05/30/2018,102.,80.,91.
05/31/2018,101.,74.,87.5
06/01/2018,100.,75.,87.5
06/02/2018,106.,74.,90.
06/03/2018,108.,76.,92.
06/04/2018,110.,78.,94.
06/05/2018,106.,79.,92.5
06/06/2018,105.,79.,92.
06/07/2018,103.,75.,89.
06/08/2018,107.,78.,92.5
06/09/2018,108.,79.,93.5
06/10/2018,106.,78.,92.
06/11/2018,107.,77.,92.
06/12/2018,109.,79.,94.
06/13/2018,109.,87.,98.
06/14/2018,109.,90.,99.5
06/15/2018,95.,82.,88.5
06/16/2018,82.,74.,78.
06/17/2018,100.,74.,87.
06/18/2018,101.,73.,87.
06/19/2018,103.,76.,89.5
06/20/2018,109.,79.,94.
06/21/2018,110.,80.,95.
06/22/2018,111.,82.,96.5
06/23/2018,109.,83.,96.
06/24/2018,105.,81.,93.
06/25/2018,106.,82.,94.
06/26/2018,110.,80.,95.
06/27/2018,110.,83.,96.5
06/28/2018,109.,85.,97.
06/29/2018,105.,82.,93.5
06/30/2018,104.,79.,91.5
07/01/2018,104.,77.,90.5
07/02/2018,108.,79.,93.5
07/03/2018,110.,82.,96.
07/04/2018,107.,87.,97.
07/05/2018,115.,88.,101.5
07/06/2018,111.,94.,102.5
07/07/2018,113.,91.,102.
07/08/2018,111.,90.,100.5
07/09/2018,107.,74.,90.5
07/10/2018,98.,78.,88.
07/11/2018,101.,79.,90.
07/12/2018,102.,78.,90.
07/13/2018,106.,86.,96.
07/14/2018,103.,87.,95.
07/15/2018,100.,88.,94.
07/16/2018,105.,84.,94.5
07/17/2018,107.,84.,95.5
07/18/2018,103.,85.,94.
07/19/2018,106.,87.,96.5
07/20/2018,109.,91.,100.
07/21/2018,102.,79.,90.5
07/22/2018,109.,85.,97.
07/23/2018,115.,89.,102.
07/24/2018,116.,91.,103.5
07/25/2018,116.,93.,104.5
07/26/2018,111.,94.,102.5
07/27/2018,110.,93.,101.5
07/28/2018,108.,89.,98.5
07/29/2018,105.,84.,94.5
07/30/2018,109.,82.,95.5
07/31/2018,107.,83.,95.
08/01/2018,111.,91.,101.
08/02/2018,111.,88.,99.5
08/03/2018,110.,87.,98.5
08/04/2018,112.,91.,101.5
08/05/2018,113.,91.,102.
08/06/2018,114.,91.,102.5
08/07/2018,110.,83.,96.5
08/08/2018,103.,75.,89.
08/09/2018,101.,76.,88.5
08/10/2018,100.,72.,86.
08/11/2018,101.,74.,87.5
08/12/2018,102.,80.,91.
08/13/2018,101.,80.,90.5
08/14/2018,103.,85.,94.
08/15/2018,98.,82.,90.
08/16/2018,100.,86.,93.
08/17/2018,103.,84.,93.5
08/18/2018,107.,87.,97.
08/19/2018,108.,89.,98.5
08/20/2018,108.,90.,99.
08/21/2018,104.,83.,93.5
08/22/2018,102.,82.,92.
08/23/2018,103.,79.,91.
08/24/2018,101.,78.,89.5
08/25/2018,100.,79.,89.5
08/26/2018,103.,81.,92.
08/27/2018,105.,84.,94.5
08/28/2018,105.,79.,92.
08/29/2018,106.,80.,93.
08/30/2018,104.,84.,94.
08/31/2018,105.,85.,95.
09/01/2018,103.,86.,94.5
09/02/2018,103.,79.,91.
09/03/2018,99.,74.,86.5
09/04/2018,101.,80.,90.5
09/05/2018,103.,83.,93.
09/06/2018,105.,82.,93.5
09/07/2018,105.,83.,94.
09/08/2018,109.,84.,96.5
09/09/2018,106.,85.,95.5
09/10/2018,107.,86.,96.5
09/11/2018,108.,81.,94.5
09/12/2018,107.,80.,93.5
09/13/2018,106.,77.,91.5
09/14/2018,109.,77.,93.
09/15/2018,109.,81.,95.
09/16/2018,105.,86.,95.5
09/17/2018,107.,85.,96.
09/18/2018,104.,85.,94.5
09/19/2018,92.,74.,83.
09/20/2018,98.,73.,85.5
09/21/2018,101.,78.,89.5
09/22/2018,102.,81.,91.5
09/23/2018,104.,78.,91.
09/24/2018,102.,82.,92.
09/25/2018,100.,80.,90.
09/26/2018,104.,78.,91.
09/27/2018,104.,78.,91.
09/28/2018,105.,77.,91.
09/29/2018,102.,79.,90.5
09/30/2018,95.,74.,84.5
10/01/2018,78.,69.,73.5
10/02/2018,81.,69.,75.
10/03/2018,87.,74.,80.5
10/04/2018,87.,71.,79.
10/05/2018,86.,69.,77.5
10/06/2018,85.,67.,76.
10/07/2018,77.,57.,67.
10/08/2018,77.,59.,68.
10/09/2018,81.,59.,70.
10/10/2018,84.,60.,72.
10/11/2018,84.,68.,76.
10/12/2018,82.,66.,74.
10/13/2018,73.,63.,68.
10/14/2018,76.,62.,69.
10/15/2018,78.,64.,71.
10/16/2018,69.,59.,64.
10/17/2018,77.,60.,68.5
10/18/2018,80.,59.,69.5
10/19/2018,85.,63.,74.
10/20/2018,93.,70.,81.5
10/21/2018,89.,72.,80.5
10/22/2018,89.,69.,79.
10/23/2018,89.,67.,78.
10/24/2018,84.,61.,72.5
10/25/2018,86.,64.,75.
10/26/2018,88.,63.,75.5
10/27/2018,89.,63.,76.
10/28/2018,90.,63.,76.5
10/29/2018,88.,65.,76.5
10/30/2018,85.,66.,75.5
10/31/2018,77.,58.,67.5
11/01/2018,78.,56.,67.
11/02/2018,82.,56.,69.
11/03/2018,82.,57.,69.5
11/04/2018,82.,59.,70.5
11/05/2018,84.,59.,71.5
11/06/2018,84.,58.,71.
11/07/2018,83.,59.,71.
11/08/2018,81.,59.,70.
11/09/2018,78.,54.,66.
11/10/2018,79.,55.,67.
11/11/2018,74.,52.,63.
11/12/2018,67.,45.,56.
11/13/2018,68.,47.,57.5
11/14/2018,68.,51.,59.5
11/15/2018,76.,44.,60.
11/16/2018,77.,50.,63.5
11/17/2018,75.,48.,61.5
11/18/2018,74.,51.,62.5
11/19/2018,76.,48.,62.
11/20/2018,78.,53.,65.5
11/21/2018,75.,51.,63.
11/22/2018,67.,54.,60.5
11/23/2018,70.,51.,60.5
11/24/2018,72.,48.,60.
11/25/2018,72.,49.,60.5
11/26/2018,76.,48.,62.
11/27/2018,76.,49.,62.5
11/28/2018,76.,51.,63.5
11/29/2018,68.,52.,60.
11/30/2018,65.,51.,58.
12/01/2018,65.,48.,56.5
12/02/2018,62.,49.,55.5
12/03/2018,63.,42.,52.5
12/04/2018,65.,43.,54.
12/05/2018,73.,44.,58.5
12/06/2018,59.,54.,56.5
12/07/2018,70.,52.,61.
12/08/2018,68.,49.,58.5
12/09/2018,70.,46.,58.
12/10/2018,71.,48.,59.5
12/11/2018,72.,53.,62.5
12/12/2018,68.,46.,57.
12/13/2018,69.,43.,56.
12/14/2018,66.,42.,54.
12/15/2018,70.,50.,60.
12/16/2018,68.,46.,57.
12/17/2018,71.,46.,58.5
12/18/2018,70.,46.,58.
12/19/2018,69.,44.,56.5
12/20/2018,75.,43.,59.
12/21/2018,69.,49.,59.
12/22/2018,72.,45.,58.5
12/23/2018,73.,45.,59.
12/24/2018,72.,46.,59.
12/25/2018,66.,46.,56.
12/26/2018,62.,45.,53.5
12/27/2018,61.,42.,51.5
12/28/2018,56.,38.,47.
12/29/2018,57.,34.,45.5
12/30/2018,57.,35.,46.
12/31/2018,52.,36.,44.
01/01/2019,51.,38.,44.5
01/02/2019,52.,30.,41.
01/03/2019,57.,33.,45.
01/04/2019,67.,37.,52.
01/05/2019,67.,45.,56.
01/06/2019,55.,47.,51.
01/07/2019,63.,43.,53.
01/08/2019,72.,43.,57.5
01/09/2019,73.,48.,60.5
01/10/2019,67.,50.,58.5
01/11/2019,66.,45.,55.5
01/12/2019,69.,47.,58.
01/13/2019,63.,47.,55.
01/14/2019,70.,51.,60.5
01/15/2019,65.,53.,59.
01/16/2019,69.,50.,59.5
01/17/2019,69.,48.,58.5
01/18/2019,70.,51.,60.5
01/19/2019,71.,44.,57.5
01/20/2019,74.,46.,60.
01/21/2019,68.,49.,58.5
01/22/2019,64.,43.,53.5
01/23/2019,62.,38.,50.
01/24/2019,69.,39.,54.
01/25/2019,69.,40.,54.5
01/26/2019,72.,41.,56.5
01/27/2019,73.,45.,59.
01/28/2019,72.,47.,59.5
01/29/2019,71.,51.,61.
01/30/2019,74.,55.,64.5
01/31/2019,73.,51.,62.
02/01/2019,75.,54.,64.5
02/02/2019,73.,56.,64.5
02/03/2019,67.,56.,61.5
02/04/2019,66.,55.,60.5
02/05/2019,67.,50.,58.5
02/06/2019,56.,42.,49.
02/07/2019,57.,36.,46.5
02/08/2019,67.,38.,52.5
02/09/2019,59.,44.,51.5
02/10/2019,66.,38.,52.
02/11/2019,59.,43.,51.
02/12/2019,69.,38.,53.5
02/13/2019,67.,49.,58.
02/14/2019,61.,56.,58.5
02/15/2019,67.,52.,59.5
02/16/2019,63.,49.,56.
02/17/2019,60.,41.,50.5
02/18/2019,55.,43.,49.
02/19/2019,57.,36.,46.5
02/20/2019,58.,34.,46.
02/21/2019,54.,40.,47.
02/22/2019,47.,38.,42.5
02/23/2019,55.,36.,45.5
02/24/2019,64.,37.,50.5
02/25/2019,67.,41.,54.
02/26/2019,72.,43.,57.5
02/27/2019,76.,54.,65.
02/28/2019,77.,51.,64.
03/01/2019,78.,56.,67.
03/02/2019,76.,57.,66.5
03/03/2019,75.,52.,63.5
03/04/2019,74.,52.,63.
03/05/2019,80.,53.,66.5
03/06/2019,85.,58.,71.5
03/07/2019,75.,58.,66.5
03/08/2019,69.,54.,61.5
03/09/2019,66.,46.,56.
03/10/2019,70.,48.,59.
03/11/2019,68.,52.,60.
03/12/2019,59.,51.,55.
03/13/2019,67.,50.,58.5
03/14/2019,65.,44.,54.5
03/15/2019,75.,48.,61.5
03/16/2019,79.,60.,69.5
03/17/2019,79.,59.,69.
03/18/2019,83.,57.,70.
03/19/2019,85.,59.,72.
03/20/2019,83.,60.,71.5
03/21/2019,70.,57.,63.5
03/22/2019,74.,50.,62.
03/23/2019,78.,54.,66.
03/24/2019,81.,53.,67.
03/25/2019,87.,54.,70.5
03/26/2019,87.,58.,72.5
03/27/2019,82.,62.,72.
03/28/2019,86.,57.,71.5
03/29/2019,82.,57.,69.5
03/30/2019,83.,55.,69.
03/31/2019,81.,55.,68.
04/01/2019,83.,58.,70.5
04/02/2019,88.,58.,73.
04/03/2019,79.,63.,71.
04/04/2019,85.,60.,72.5
04/05/2019,82.,58.,70.
04/06/2019,82.,65.,73.5
04/07/2019,89.,61.,75.
04/08/2019,97.,63.,80.
04/09/2019,97.,66.,81.5
04/10/2019,77.,60.,68.5
04/11/2019,78.,55.,66.5
04/12/2019,76.,64.,70.
04/13/2019,80.,55.,67.5
04/14/2019,86.,58.,72.
04/15/2019,89.,62.,75.5
04/16/2019,82.,61.,71.5
04/17/2019,79.,57.,68.
04/18/2019,92.,60.,76.
04/19/2019,99.,65.,82.
04/20/2019,94.,70.,82.
04/21/2019,90.,67.,78.5
04/22/2019,88.,62.,75.
04/23/2019,86.,64.,75.
04/24/2019,94.,65.,79.5
04/25/2019,99.,68.,83.5
04/26/2019,100.,71.,85.5
04/27/2019,98.,71.,84.5
04/28/2019,97.,69.,83.
04/29/2019,87.,63.,75.
04/30/2019,83.,61.,72.
05/01/2019,88.,65.,76.5
05/02/2019,88.,64.,76.
05/03/2019,94.,65.,79.5
05/04/2019,95.,66.,80.5
05/05/2019,94.,67.,80.5
05/06/2019,86.,67.,76.5
05/07/2019,80.,60.,70.
05/08/2019,88.,65.,76.5
05/09/2019,90.,64.,77.
05/10/2019,87.,66.,76.5
05/11/2019,87.,64.,75.5
05/12/2019,86.,65.,75.5
05/13/2019,91.,65.,78.
05/14/2019,98.,71.,84.5
05/15/2019,100.,73.,86.5
05/16/2019,94.,73.,83.5
05/17/2019,81.,61.,71.
05/18/2019,86.,62.,74.
05/19/2019,81.,68.,74.5
05/20/2019,77.,60.,68.5
05/21/2019,83.,57.,70.
05/22/2019,77.,60.,68.5
05/23/2019,76.,54.,65.
05/24/2019,88.,59.,73.5
05/25/2019,94.,63.,78.5
05/26/2019,85.,66.,75.5
05/27/2019,79.,65.,72.
05/28/2019,84.,61.,72.5
05/29/2019,91.,65.,78.
05/30/2019,96.,71.,83.5
05/31/2019,99.,72.,85.5
06/01/2019,98.,72.,85.
06/02/2019,96.,76.,86.
06/03/2019,98.,74.,86.
06/04/2019,98.,74.,86.
06/05/2019,102.,76.,89.
06/06/2019,103.,77.,90.
06/07/2019,102.,79.,90.5
06/08/2019,100.,73.,86.5
06/09/2019,105.,75.,90.
06/10/2019,109.,81.,95.
06/11/2019,108.,84.,96.
06/12/2019,112.,80.,96.
06/13/2019,107.,82.,94.5
06/14/2019,105.,77.,91.
06/15/2019,105.,77.,91.
06/16/2019,107.,80.,93.5
06/17/2019,105.,82.,93.5
06/18/2019,104.,79.,91.5
06/19/2019,104.,76.,90.
06/20/2019,104.,76.,90.
06/21/2019,103.,77.,90.
06/22/2019,99.,77.,88.
06/23/2019,100.,76.,88.
06/24/2019,103.,75.,89.
06/25/2019,105.,76.,90.5
06/26/2019,104.,78.,91.
06/27/2019,104.,79.,91.5
06/28/2019,110.,80.,95.
06/29/2019,111.,86.,98.5
06/30/2019,110.,89.,99.5
07/01/2019,110.,87.,98.5
07/02/2019,108.,84.,96.
07/03/2019,108.,82.,95.
07/04/2019,107.,78.,92.5
07/05/2019,105.,79.,92.
07/06/2019,106.,81.,93.5
07/07/2019,109.,86.,97.5
07/08/2019,105.,76.,90.5
07/09/2019,105.,76.,90.5
07/10/2019,111.,84.,97.5
07/11/2019,114.,90.,102.
07/12/2019,112.,91.,101.5
07/13/2019,110.,92.,101.
07/14/2019,109.,92.,100.5
07/15/2019,114.,89.,101.5
07/16/2019,115.,89.,102.
07/17/2019,106.,90.,98.
07/18/2019,107.,86.,96.5
07/19/2019,108.,86.,97.
07/20/2019,108.,84.,96.
07/21/2019,109.,86.,97.5
07/22/2019,104.,81.,92.5
07/23/2019,107.,83.,95.
07/24/2019,102.,80.,91.
07/25/2019,108.,88.,98.
07/26/2019,110.,90.,100.
07/27/2019,113.,93.,103.
07/28/2019,111.,92.,101.5
07/29/2019,110.,92.,101.
07/30/2019,107.,76.,91.5
07/31/2019,97.,76.,86.5
08/01/2019,105.,83.,94.
08/02/2019,110.,90.,100.
08/03/2019,114.,83.,98.5
08/04/2019,111.,86.,98.5
08/05/2019,115.,89.,102.
08/06/2019,102.,89.,95.5
08/07/2019,107.,88.,97.5
08/08/2019,108.,86.,97.
08/09/2019,101.,89.,95.
08/10/2019,103.,86.,94.5
08/11/2019,105.,83.,94.
08/12/2019,106.,89.,97.5
08/13/2019,110.,83.,96.5
08/14/2019,114.,83.,98.5
08/15/2019,114.,85.,99.5
08/16/2019,111.,85.,98.
08/17/2019,108.,86.,97.
08/18/2019,105.,84.,94.5
08/19/2019,109.,81.,95.
08/20/2019,113.,83.,98.
08/21/2019,114.,85.,99.5
08/22/2019,110.,85.,97.5
08/23/2019,105.,86.,95.5
08/24/2019,102.,85.,93.5
08/25/2019,103.,85.,94.
08/26/2019,107.,88.,97.5
08/27/2019,111.,91.,101.
08/28/2019,109.,79.,94.
08/29/2019,106.,80.,93.
08/30/2019,109.,86.,97.5
08/31/2019,107.,86.,96.5
09/01/2019,108.,86.,97.
09/02/2019,106.,85.,95.5
09/03/2019,109.,86.,97.5
09/04/2019,112.,88.,100.
09/05/2019,110.,89.,99.5
09/06/2019,108.,89.,98.5
09/07/2019,109.,90.,99.5
09/08/2019,103.,86.,94.5
09/09/2019,100.,82.,91.
09/10/2019,100.,83.,91.5
09/11/2019,98.,81.,89.5
09/12/2019,102.,80.,91.
09/13/2019,106.,79.,92.5
09/14/2019,104.,83.,93.5
09/15/2019,99.,81.,90.
09/16/2019,99.,77.,88.
09/17/2019,98.,76.,87.
09/18/2019,103.,80.,91.5
09/19/2019,102.,79.,90.5
09/20/2019,97.,73.,85.
09/21/2019,96.,70.,83.
09/22/2019,98.,72.,85.
09/23/2019,90.,69.,79.5
09/24/2019,88.,68.,78.
09/25/2019,89.,73.,81.
09/26/2019,89.,72.,80.5
09/27/2019,87.,71.,79.
09/28/2019,94.,71.,82.5
09/29/2019,91.,74.,82.5
09/30/2019,91.,68.,79.5
10/01/2019,91.,65.,78.
10/02/2019,91.,66.,78.5
10/03/2019,96.,68.,82.
10/04/2019,95.,73.,84.
10/05/2019,95.,70.,82.5
10/06/2019,96.,67.,81.5
10/07/2019,98.,67.,82.5
10/08/2019,97.,69.,83.
10/09/2019,94.,67.,80.5
10/10/2019,88.,67.,77.5
10/11/2019,87.,63.,75.
10/12/2019,90.,64.,77.
10/13/2019,93.,64.,78.5
10/14/2019,89.,65.,77.
10/15/2019,93.,68.,80.5
10/16/2019,98.,67.,82.5
10/17/2019,96.,71.,83.5
10/18/2019,85.,68.,76.5
10/19/2019,86.,60.,73.
10/20/2019,87.,58.,72.5
10/21/2019,86.,59.,72.5
10/22/2019,90.,59.,74.5
10/23/2019,91.,62.,76.5
10/24/2019,85.,60.,72.5
10/25/2019,84.,66.,75.
10/26/2019,85.,57.,71.
10/27/2019,88.,57.,72.5
10/28/2019,75.,56.,65.5
10/29/2019,75.,48.,61.5
10/30/2019,70.,53.,61.5
10/31/2019,76.,43.,59.5
11/01/2019,81.,46.,63.5
11/02/2019,88.,53.,70.5
11/03/2019,86.,60.,73.
11/04/2019,86.,57.,71.5
11/05/2019,89.,58.,73.5
11/06/2019,86.,64.,75.
11/07/2019,87.,62.,74.5
11/08/2019,88.,63.,75.5
11/09/2019,85.,61.,73.
11/10/2019,87.,61.,74.
11/11/2019,87.,62.,74.5
11/12/2019,82.,62.,72.
11/13/2019,79.,58.,68.5
11/14/2019,81.,57.,69.
11/15/2019,84.,58.,71.
11/16/2019,81.,58.,69.5
11/17/2019,85.,55.,70.
11/18/2019,85.,56.,70.5
11/19/2019,76.,58.,67.
11/20/2019,69.,56.,62.5
11/21/2019,62.,53.,57.5
11/22/2019,66.,51.,58.5
11/23/2019,72.,49.,60.5
11/24/2019,73.,50.,61.5
11/25/2019,68.,49.,58.5
11/26/2019,61.,46.,53.5
11/27/2019,68.,44.,56.
11/28/2019,70.,57.,63.5
11/29/2019,62.,46.,54.
11/30/2019,59.,43.,51.
12/01/2019,68.,42.,55.
12/02/2019,70.,46.,58.
12/03/2019,67.,47.,57.
12/04/2019,75.,56.,65.5
12/05/2019,71.,54.,62.5
12/06/2019,72.,53.,62.5
12/07/2019,71.,51.,61.
12/08/2019,63.,57.,60.
12/09/2019,67.,52.,59.5
12/10/2019,69.,47.,58.
12/11/2019,70.,48.,59.
12/12/2019,69.,47.,58.
12/13/2019,69.,48.,58.5
12/14/2019,71.,49.,60.
12/15/2019,66.,48.,57.
12/16/2019,62.,42.,52.
12/17/2019,62.,38.,50.
12/18/2019,67.,49.,58.
12/19/2019,65.,40.,52.5
12/20/2019,69.,40.,54.5
12/21/2019,73.,45.,59.
12/22/2019,72.,52.,62.
12/23/2019,64.,54.,59.
12/24/2019,59.,52.,55.5
12/25/2019,57.,46.,51.5
12/26/2019,61.,44.,52.5
12/27/2019,51.,46.,48.5
12/28/2019,55.,41.,48.
12/29/2019,53.,35.,44.
12/30/2019,56.,39.,47.5
12/31/2019,59.,45.,52.
01/01/2020,60.,40.,50.
01/02/2020,64.,41.,52.5
01/03/2020,64.,41.,52.5
01/04/2020,68.,41.,54.5
01/05/2020,70.,42.,56.
01/06/2020,71.,41.,56.
01/07/2020,73.,43.,58.
01/08/2020,68.,45.,56.5
01/09/2020,64.,46.,55.
01/10/2020,64.,43.,53.5
01/11/2020,63.,40.,51.5
01/12/2020,65.,38.,51.5
01/13/2020,69.,41.,55.
01/14/2020,70.,42.,56.
01/15/2020,69.,47.,58.
01/16/2020,66.,51.,58.5
01/17/2020,65.,45.,55.
01/18/2020,70.,42.,56.
01/19/2020,76.,44.,60.
01/20/2020,74.,55.,64.5
01/21/2020,64.,53.,58.5
01/22/2020,64.,51.,57.5
01/23/2020,71.,47.,59.
01/24/2020,73.,48.,60.5
01/25/2020,73.,48.,60.5
01/26/2020,73.,49.,61.
01/27/2020,74.,51.,62.5
01/28/2020,72.,46.,59.
01/29/2020,67.,47.,57.
01/30/2020,70.,45.,57.5
01/31/2020,73.,44.,58.5
02/01/2020,78.,46.,62.
02/02/2020,79.,49.,64.
02/03/2020,65.,45.,55.
02/04/2020,55.,35.,45.
02/05/2020,55.,35.,45.
02/06/2020,61.,36.,48.5
02/07/2020,67.,41.,54.
02/08/2020,72.,44.,58.
02/09/2020,76.,47.,61.5
02/10/2020,72.,52.,62.
02/11/2020,60.,47.,53.5
02/12/2020,64.,43.,53.5
02/13/2020,68.,43.,55.5
02/14/2020,72.,48.,60.
02/15/2020,73.,46.,59.5
02/16/2020,74.,46.,60.
02/17/2020,76.,49.,62.5
02/18/2020,79.,51.,65.
02/19/2020,79.,53.,66.
02/20/2020,82.,51.,66.5
02/21/2020,77.,62.,69.5
02/22/2020,69.,56.,62.5
02/23/2020,64.,49.,56.5
02/24/2020,71.,49.,60.
02/25/2020,68.,47.,57.5
02/26/2020,67.,46.,56.5
02/27/2020,77.,45.,61.
02/28/2020,77.,51.,64.
02/29/2020,79.,51.,65.
03/01/2020,77.,53.,65.
03/02/2020,70.,50.,60.
03/03/2020,76.,52.,64.
03/04/2020,75.,51.,63.
03/05/2020,84.,54.,69.
03/06/2020,86.,59.,72.5
03/07/2020,85.,60.,72.5
03/08/2020,75.,61.,68.
03/09/2020,79.,55.,67.
03/10/2020,73.,60.,66.5
03/11/2020,66.,61.,63.5
03/12/2020,71.,57.,64.
03/13/2020,66.,53.,59.5
03/14/2020,73.,50.,61.5
03/15/2020,77.,53.,65.
03/16/2020,78.,53.,65.5
03/17/2020,75.,58.,66.5
03/18/2020,69.,50.,59.5
03/19/2020,65.,49.,57.
03/20/2020,71.,48.,59.5
03/21/2020,75.,52.,63.5
03/22/2020,73.,55.,64.
03/23/2020,77.,59.,68.
03/24/2020,77.,55.,66.
03/25/2020,77.,55.,66.
03/26/2020,70.,59.,64.5
03/27/2020,66.,52.,59.
03/28/2020,71.,47.,59.
03/29/2020,77.,53.,65.
03/30/2020,77.,53.,65.
03/31/2020,79.,55.,67.
04/01/2020,85.,60.,72.5
04/02/2020,85.,57.,71.
04/03/2020,84.,57.,70.5
04/04/2020,84.,57.,70.5
04/05/2020,86.,58.,72.
04/06/2020,85.,58.,71.5
04/07/2020,84.,56.,70.
04/08/2020,83.,58.,70.5
04/09/2020,74.,54.,64.
04/10/2020,79.,53.,66.
04/11/2020,71.,57.,64.
04/12/2020,77.,52.,64.5
04/13/2020,78.,59.,68.5
04/14/2020,80.,59.,69.5
04/15/2020,83.,55.,69.
04/16/2020,86.,56.,71.
04/17/2020,89.,58.,73.5
04/18/2020,80.,58.,69.
04/19/2020,83.,59.,71.
04/20/2020,87.,62.,74.5
04/21/2020,83.,63.,73.
04/22/2020,91.,61.,76.
04/23/2020,97.,65.,81.
04/24/2020,98.,69.,83.5
04/25/2020,99.,70.,84.5
04/26/2020,102.,71.,86.5
04/27/2020,102.,73.,87.5
04/28/2020,101.,69.,85.
04/29/2020,104.,73.,88.5
04/30/2020,101.,75.,88.
05/01/2020,101.,69.,85.
05/02/2020,99.,71.,85.
05/03/2020,97.,70.,83.5
05/04/2020,99.,69.,84.
05/05/2020,103.,71.,87.
05/06/2020,106.,74.,90.
05/07/2020,106.,72.,89.
05/08/2020,104.,74.,89.
05/09/2020,101.,77.,89.
05/10/2020,100.,81.,90.5
05/11/2020,100.,76.,88.
05/12/2020,96.,73.,84.5
05/13/2020,91.,70.,80.5
05/14/2020,91.,69.,80.
05/15/2020,94.,69.,81.5
05/16/2020,98.,71.,84.5
05/17/2020,102.,74.,88.
05/18/2020,101.,73.,87.
05/19/2020,91.,72.,81.5
05/20/2020,86.,63.,74.5
05/21/2020,92.,64.,78.
05/22/2020,96.,66.,81.
05/23/2020,95.,70.,82.5
05/24/2020,95.,71.,83.
05/25/2020,97.,70.,83.5
05/26/2020,103.,72.,87.5
05/27/2020,107.,74.,90.5
05/28/2020,109.,79.,94.
05/29/2020,112.,82.,97.
05/30/2020,111.,84.,97.5
05/31/2020,107.,83.,95.
06/01/2020,105.,82.,93.5
06/02/2020,107.,87.,97.
06/03/2020,110.,85.,97.5
06/04/2020,112.,84.,98.
06/05/2020,107.,85.,96.
06/06/2020,93.,74.,83.5
06/07/2020,97.,76.,86.5
06/08/2020,90.,75.,82.5
06/09/2020,94.,74.,84.
06/10/2020,105.,72.,88.5
06/11/2020,108.,75.,91.5
06/12/2020,110.,80.,95.
06/13/2020,106.,79.,92.5
06/14/2020,107.,74.,90.5
06/15/2020,106.,77.,91.5
06/16/2020,106.,77.,91.5
06/17/2020,104.,76.,90.
06/18/2020,103.,76.,89.5
06/19/2020,102.,76.,89.
06/20/2020,105.,77.,91.
06/21/2020,108.,81.,94.5
06/22/2020,109.,81.,95.
06/23/2020,110.,83.,96.5
06/24/2020,111.,81.,96.
06/25/2020,110.,82.,96.
06/26/2020,110.,82.,96.
06/27/2020,108.,84.,96.
06/28/2020,105.,81.,93.
06/29/2020,101.,81.,91.
06/30/2020,100.,76.,88.
07/01/2020,105.,76.,90.5
07/02/2020,104.,80.,92.
07/03/2020,105.,85.,95.
07/04/2020,110.,86.,98.
07/05/2020,112.,87.,99.5
07/06/2020,111.,83.,97.
07/07/2020,111.,84.,97.5
07/08/2020,111.,90.,100.5
07/09/2020,110.,90.,100.
07/10/2020,111.,91.,101.
07/11/2020,115.,94.,104.5
07/12/2020,116.,93.,104.5
07/13/2020,114.,93.,103.5
07/14/2020,111.,90.,100.5
07/15/2020,109.,89.,99.
07/16/2020,111.,88.,99.5
07/17/2020,109.,90.,99.5
07/18/2020,111.,91.,101.
07/19/2020,108.,93.,100.5
07/20/2020,103.,93.,98.
07/21/2020,109.,89.,99.
07/22/2020,107.,88.,97.5
07/23/2020,98.,86.,92.
07/24/2020,104.,79.,91.5
07/25/2020,105.,82.,93.5
07/26/2020,110.,86.,98.
07/27/2020,111.,90.,100.5
07/28/2020,115.,90.,102.5
07/29/2020,115.,91.,103.
07/30/2020,118.,91.,104.5
07/31/2020,116.,91.,103.5
08/01/2020,111.,93.,102.
08/02/2020,109.,93.,101.
08/03/2020,114.,89.,101.5
08/04/2020,111.,87.,99.
08/05/2020,112.,90.,101.
08/06/2020,109.,83.,96.
08/07/2020,109.,83.,96.
08/08/2020,111.,88.,99.5
08/09/2020,112.,84.,98.
08/10/2020,111.,84.,97.5
08/11/2020,109.,89.,99.
08/12/2020,111.,89.,100.
08/13/2020,115.,91.,103.
08/14/2020,117.,89.,103.
08/15/2020,114.,92.,103.
08/16/2020,115.,91.,103.
08/17/2020,115.,90.,102.5
08/18/2020,115.,90.,102.5
08/19/2020,115.,91.,103.
08/20/2020,112.,79.,95.5
08/21/2020,100.,81.,90.5
08/22/2020,106.,87.,96.5
08/23/2020,110.,89.,99.5
08/24/2020,115.,90.,102.5
08/25/2020,112.,91.,101.5
08/26/2020,112.,89.,100.5
08/27/2020,113.,89.,101.
08/28/2020,112.,90.,101.
08/29/2020,103.,83.,93.
08/30/2020,103.,77.,90.
08/31/2020,100.,78.,89.
09/01/2020,102.,84.,93.
09/02/2020,102.,85.,93.5
09/03/2020,107.,86.,96.5
09/04/2020,114.,84.,99.
09/05/2020,115.,88.,101.5
09/06/2020,113.,89.,101.
09/07/2020,109.,85.,97.
09/08/2020,99.,80.,89.5
09/09/2020,90.,70.,80.
09/10/2020,93.,69.,81.
09/11/2020,93.,72.,82.5
09/12/2020,99.,72.,85.5
09/13/2020,103.,74.,88.5
09/14/2020,105.,77.,91.
09/15/2020,105.,80.,92.5
09/16/2020,109.,78.,93.5
